,Company,Product,Style,Rating
2423,Nissin,Creamy Chicken,Cup,1.75
2424,Sapporo Ichiban,Shrimp Flavor,Cup,1.75
2425,Wu Mu,Steamed Noodle Garlic & Sesame Oil,Pack,4.5
2426,Shirakiku,Japanese Style Tokusen Miso,Pack,3.0
2427,Chorip Dong,Jjambbong Hot Spicy Seafood,Bowl,4.25
2428,Maruchan,Akai Kitsune Udon,Bowl,4.0
2429,Myojo,Okinawa Soba,Pack,3.75
2430,Higashi,Nagasaki Sara Udon,Pack,5.0
2431,Mama,Pho Bo,Pack,2.5
2432,Sakurai,Vegetarian Flavor,Pack,3.5
2433,Nongshim,Kimchi Ramyun,Pack,3.5
2434,Mama,Mamy Chand Clear Soup,Pack,2.75
2435,Nissin,Chow Mein Teriyaki Beef,Tray,4.5
2436,Six Fortune,Seafood Flavor,Pack,2.5
2437,Mama,Mi Goreng,Pack,5.0
2438,Kamfen,Noodle King Beef,Pack,1.75
2440,Nissin,Bowl Noodles Rich & Savory Chicken,Bowl,1.75
2441,Mama,Shrimp Creamy Tom Yum,Pack,5.0
2442,Unif / Tung-I,Fresh Shrimp,Pack,3.25
2443,Global Inspiration,Gyeong-Gi-Do Rice,Bowl,2.25
2444,Baijia,Hot & Sour Rice Noodle,Pack,0.0
2445,Ve Wong,Artificial Peppered Beef,Pack,3.5
2446,Unif,100 Artificial Shallot Chicken,Pack,3.25
2447,Sapporo Ichiban,Miso Soybean Paste,Pack,3.5
2448,Nongshim,Mupama Tang Myun,Pack,3.5
2449,Mama,Artificial PA-LO Duck,Pack,0.1
2450,Vifon,Mi Chay Vegetarian,Pack,2.8
2451,Mama,Tom Yam Koong Rice Vermicelli,Pack,1.5
2452,Shirakiku,Japanese Style Tokusen Karami,Pack,3.0
2453,Nissin,Yakisoba With Mayonnaise/Mustard Packet,Tray,5.0
2454,Wai Wai,Minced Pork Soeng Kreung,Pack,3.7
2455,Doll,Shrimp Wonton,Pack,4.0
2456,Ottogi,Bekse Curry,Pack,4.0
2458,Ve Wong,Artificial Pork & Chicken,Pack,3.4
2460,Ottogi,Ramyonsari,Pack,4.0
2461,Mama,Nam Vang,Pack,3.6
2462,Ottogi,Miso Ramyun,Pack,2.8
2463,Samyang,Kimchi,Pack,2.9
2464,Nongshim,Hooroorook ,Pack,4.0
2465,Ottogi,Jiajang Noodle,Pack,3.75
2466,Ottogi,Odongtongmyon Seafood Spicy,Pack,3.25
2467,Lucky Me!,Artificial Chicken,Pack,1.5
2468,Mama,Pad Thai,Pack,3.1
2469,Teriyaki Time,Ramen,Bowl,2.0
2470,Ottogi,Pow Crunch Teriyaki,Pack,1.1
2471,GreeNoodle,Tom Yum,Pack,0.5
2472,Indomie,Special Fried Curly Noodle,Pack,5.0
2473,Maruchan,Ramen Noodle Soup Chicken,Pack,2.0
2474,Ve Wong,Vegetarian Flavor,Pack,3.0
2475,Indomie,Soto Mie,Pack,1.5
2476,Ve Wong,Artificial Sesame Chicken,Pack,4.25
2477,Unif / Tung-I,Artificial Chinese Beef,Pack,2.85
2478,Ve Wong,Kung Fu Artificial Onion,Pack,2.75
2479,Unif / Tung-I,Chah Chiang,Pack,2.5
2480,Saigon Ve Wong,Kung Fu Mi Tom Chua Sour Shrimp,Pack,2.5
2482,Wei Lih,Artificial Beef Flavor,Pack,1.0
2483,Mama,Artificial Chicken,Pack,2.5
2484,Payless,Xtra Big Original Pancit Canton,Pack,4.5
2485,Fashion Food,Tom Yum Seafood Creamy,Bowl,2.0
2486,Binh Tay,Mi Chay Mushroom,Pack,2.75
2487,Long Kow,Crystal Noodle Six Kinds Of Mushrooms,Pack,2.3
2488,Unif,100 Artificial Stewed Pork Chop,Pack,3.2
2489,Paldo,South Korean Noodle Chicken,Pack,3.25
2490,Wai Wai,Tom Yum Shrimp Cream Soup,Pack,2.75
2491,Unif / Tung-I,Onion Flavor,Pack,3.65
2492,Nissin,Demae Ramen Sesame,Pack,3.75
2493,Samyang,Kalgug-Su Assorted Clam,Pack,1.8
2494,Nissin,Demae Ramen Spicy Flavor,Pack,2.0
2495,Nissin,Demae Ramen Miso,Pack,2.75
2496,Unif / Tung-I,Artificial Spicy Beef,Pack,3.5
2497,Unif / Tung-I,Artificial Chicken,Pack,3.5
2498,Sapporo Ichiban,Kitsune Udon,Pack,3.25
2499,Nissin,Demae Ramen Seafood,Pack,2.5
2500,Nissin,Demae Ramen Prawn,Pack,3.25
2501,Indomie,Meatball Flavor,Pack,2.5
2502,Indomie,Mi Goreng Rendang,Pack,4.5
2503,Nissin,Demae Ramen Shoyu,Pack,4.0
2504,Nissin,Demae Ramen Five Spices Artificial Beef,Pack,3.5
2505,Nissin,Demae Ramen Tonkatsu Artificial Pork,Pack,3.5
2506,Nissin,Demae Ramen Satay,Pack,2.5
2507,Nissin,Demae Ramen XO Sauce Seafood,Pack,4.0
2508,Baijia,Spicy Fei- Chang Sweet Potato Noodle,Pack,1.75
2509,Wei Lih,Jah Jan Mien Instant Noodle With Fried Soybean Paste,Pack,4.0
2510,Maruchan,Ramen Noodle Soup Lime Chili Shrimp,Pack,2.0
2511,Maruchan,Ramen Noodle Soup Pork,Pack,4.0
2512,Nissin,Top Ramen Oriental,Pack,2.5
2514,Nissin,Souper Meal Chicken Flavor With Vegetable Medley,Bowl,3.0
2515,Maggi,Rice Noodle Mania Lemon Masala,Pack,1.5
2516,Maggi,2 Minute Noodles Curry,Pack,2.5
2517,Maggi,Vegetable Atta Noodles Masala,Pack,2.0
2518,Maggi,Chinese Noodles Lemon Chicken Flavor,Pack,3.5
2519,Ve Wong,A-One Bun Tom Shrimp,Pack,3.0
2520,Doll,Instant Fried Noodles With Chili Sauce,Tray,3.0
2521,Doll,Instant Noodles With Sesame Oil & Soup Base,Pack,1.0
2522,Hua Feng Noodle Expert,Favoury Pork Flavor,Pack,1.0
2523,Hua Feng Noodle Expert,Spicy Seafood Flavor,Pack,3.0
2524,Indomie,Chicken,Cup,2.0
2525,Indomie,Chicken Curry,Pack,4.0
2526,Indomie,Curly Noodles With Grilled Chicken,Pack,5.0
2527,Indomie,Mi Goreng,Pack,5.0
2528,Indomie,Mi Goreng Pedas Hot,Pack,4.5
2529,Indomie,Shrimp Flavor,Pack,3.0
2530,Indomie,Mi Goreng Jumbo Barbecue Chicken,Pack,5.0
2531,Indomie,Mi Goreng Jumbo Meatball,Pack,3.0
2532,Indomie,Mi Goreng Sate,Pack,5.0
2533,Indomie,Special Chicken,Pack,4.25
2534,Kim Ve Wong,Jaopai Series: Vegetarian Instant Noodles,Bowl,0.0
2535,Ve Wong,Kung-Fu Chicken Flavor,Pack,2.75
2536,Little Cook,Pork Mustard Stem,Bowl,0.5
2537,Lucky Me!,Pancit Canton Chili Mansi,Pack,3.0
2538,Lucky Me!,Supreme Bulalo Flavor,Bowl,3.0
2539,Lucky Me!,Pancit Canton Citrus Flavor,Pack,3.0
2540,Lucky Me!,Pancit Canton Hot Chili Flavor,Pack,3.0
2541,Lucky Me!,Itnok,Pack,3.0
2543,Maruchan,Ramen Noodle Soup Shrimp,Pack,2.0
2544,Koka,Mi Hai Tom Prawn,Pack,3.75
2546,Myojo,Ippeichan Yakisoba,Tray,4.0
2547,Myojo,Special Duck,Pack,1.0
2548,Mee Jang,Tom Yum Shrimp,Bowl,3.5
2549,Nissin,Chikin Ramen,Pack,5.0
2550,Nissin,Demae Ramen Curry Flavor,Pack,4.0
2551,Nissin,Soba Noodles With Mayo Mustard Squirt,Pack,4.0
2553,Nissin,Demae Ramen Spicy Seafood With Chili Pepper,Pack,2.0
2554,Nissin,Top Ramen Creamy Chicken,Pack,4.5
2555,Nongshim,Ansungtangmyun Noodle Soup,Pack,3.75
2557,Nongshim,Neoguri (Seafood'n'Spicy),Pack,3.5
2559,Ottogi,Jin Ramen (Hot Taste),Pack,3.5
2560,Quickchow,Pancit Palabok,Pack,2.5
2561,Samyang,Kalgug-Su (Spicy),Pack,3.5
2562,Samyang,Pojangmacha U-dong,Pack,2.5
2563,Samyang,Hot,Pack,3.5
2564,Sapporo Ichiban,Chow Mein,Pack,5.0
2566,Six Fortune,Chicken Flavor Instant Soup Noodle,Pack,2.0
2567,Smack,Vegetable Beef,Pack,1.5
2568,Sutah,Cup Noodle,Cup,2.0
2569,Tung-I,Chinese Beef Instant Rice Noodle,Pack,3.0
2570,Ve Wong,Mushroom Pork,Pack,1.0
2571,Vifon,Nam Vang,Pack,2.5
2572,Vifon,"Hu Tiu Nam Vang [""Phnom Penh"" style] Asian Style Instant Rice Noodles",Bowl,3.5
2573,Wai Wai,Oriental Style Instant Noodles,Pack,1.0
2574,Wai Wai,Tom Yum Shrimp,Pack,2.0
2575,Wai Wai,Tom Yum Chili Flavor,Pack,2.0
2576,Westbrae,Miso Ramen,Pack,0.5
